FASTQ_FILE	MD5	RUN_ID	STUDY_ID	STUDY_NAME	CENTER_NAME	SUBMISSION_ID	SUBMISSION_DATE	SAMPLE_ID	SAMPLE_NAME	POPULATION	EXPERIMENT_ID	INSTRUMENT_PLATFORM	INSTRUMENT_MODEL	LIBRARY_NAME	RUN_NAME	RUN_BLOCK_NAME	INSERT_SIZE	LIBRARY_LAYOUT	PAIRED_FASTQ	WITHDRAWN	WITHDRAWN_DATE	COMMENT	READ_COUNT	BASE_COUNT	ANALYSIS_GROUP
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR022/ERR022448/ERR022448_1.fastq.gz	f58356dbe1d402afa67607f7ae9cc74e	ERR022448	SRP001523	1000 Genomes CLM population sequencing	SC	ERA015166	2010-11-12 00:00:00	SRS010787	HG01133	CLM	ERX008901	ILLUMINA	Illumina HiSeq 2000	g1k-sc-HG01133-6929	5297_3		450	PAIRED	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR022/ERR022448/ERR022448_2.fastq.gz	0			119877798	23975559600	low coverage
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR022/ERR022448/ERR022448_2.fastq.gz	d13f1d833af2d9e2aeb08ea442ad7931	ERR022448	SRP001523	1000 Genomes CLM population sequencing	SC	ERA015166	2010-11-12 00:00:00	SRS010787	HG01133	CLM	ERX008901	ILLUMINA	Illumina HiSeq 2000	g1k-sc-HG01133-6929	5297_3		450	PAIRED	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR022/ERR022448/ERR022448_1.fastq.gz	0			119877798	23975559600	low coverage
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR022/ERR022449/ERR022449_1.fastq.gz	a5d1e3879b2377647b79ba6d43943ee3	ERR022449	SRP001523	1000 Genomes CLM population sequencing	SC	ERA015166	2010-11-12 00:00:00	SRS010788	HG01134	CLM	ERX008902	ILLUMINA	Illumina HiSeq 2000	g1k-sc-HG01134-6929	5297_4		450	PAIRED	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR022/ERR022449/ERR022449_2.fastq.gz	0			40602690	8120538000	low coverage
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR022/ERR022449/ERR022449_2.fastq.gz	7a93713fd0f527a3580f89cd27411b68	ERR022449	SRP001523	1000 Genomes CLM population sequencing	SC	ERA015166	2010-11-12 00:00:00	SRS010788	HG01134	CLM	ERX008902	ILLUMINA	Illumina HiSeq 2000	g1k-sc-HG01134-6929	5297_4		450	PAIRED	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR022/ERR022449/ERR022449_1.fastq.gz	0			40602690	8120538000	low coverage
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR022/ERR022450/ERR022450_1.fastq.gz	fe804e7af254e3102d1b8340b071c869	ERR022450	SRP001523	1000 Genomes CLM population sequencing	SC	ERA015166	2010-11-12 00:00:00	SRS010788	HG01134	CLM	ERX008902	ILLUMINA	Illumina HiSeq 2000	g1k-sc-HG01134-6929	5297_5		450	PAIRED	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR022/ERR022450/ERR022450_2.fastq.gz	0			41329865	8265973000	low coverage
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR022/ERR022450/ERR022450_2.fastq.gz	e438c4c3c894fa812d52bee60e10dccc	ERR022450	SRP001523	1000 Genomes CLM population sequencing	SC	ERA015166	2010-11-12 00:00:00	SRS010788	HG01134	CLM	ERX008902	ILLUMINA	Illumina HiSeq 2000	g1k-sc-HG01134-6929	5297_5		450	PAIRED	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR022/ERR022450/ERR022450_1.fastq.gz	0			41329865	8265973000	low coverage
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR022/ERR022451/ERR022451_1.fastq.gz	8c37f47628c30c91211b37d56893682b	ERR022451	SRP001523	1000 Genomes CLM population sequencing	SC	ERA015166	2010-11-12 00:00:00	SRS010788	HG01134	CLM	ERX008902	ILLUMINA	Illumina HiSeq 2000	g1k-sc-HG01134-6929	5297_6		450	PAIRED	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR022/ERR022451/ERR022451_2.fastq.gz	0			37939395	7587879000	low coverage
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR022/ERR022451/ERR022451_2.fastq.gz	d96a00812c61b3d29d5206a0a371ae0f	ERR022451	SRP001523	1000 Genomes CLM population sequencing	SC	ERA015166	2010-11-12 00:00:00	SRS010788	HG01134	CLM	ERX008902	ILLUMINA	Illumina HiSeq 2000	g1k-sc-HG01134-6929	5297_6		450	PAIRED	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR022/ERR022451/ERR022451_1.fastq.gz	0			37939395	7587879000	low coverage
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR022/ERR022452/ERR022452_1.fastq.gz	7448a99545f4795a912932807184568c	ERR022452	SRP001523	1000 Genomes CLM population sequencing	SC	ERA015166	2010-11-12 00:00:00	SRS010790	HG01136	CLM	ERX008903	ILLUMINA	Illumina HiSeq 2000	g1k-sc-HG01136-6929	5297_7		450	PAIRED	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR022/ERR022452/ERR022452_2.fastq.gz	0			84827575	16965515000	low coverage
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR022/ERR022452/ERR022452_2.fastq.gz	d4198a2626c8758c5ae3c24520ab77fb	ERR022452	SRP001523	1000 Genomes CLM population sequencing	SC	ERA015166	2010-11-12 00:00:00	SRS010790	HG01136	CLM	ERX008903	ILLUMINA	Illumina HiSeq 2000	g1k-sc-HG01136-6929	5297_7		450	PAIRED	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR022/ERR022452/ERR022452_1.fastq.gz	0			84827575	16965515000	low coverage
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR022/ERR022453/ERR022453_1.fastq.gz	e8ff684f15b6a380021bd84c37588eb4	ERR022453	SRP001523	1000 Genomes CLM population sequencing	SC	ERA015166	2010-11-12 00:00:00	SRS010790	HG01136	CLM	ERX008903	ILLUMINA	Illumina HiSeq 2000	g1k-sc-HG01136-6929	5297_8		450	PAIRED	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR022/ERR022453/ERR022453_2.fastq.gz	0			86049376	17209875200	low coverage
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR022/ERR022453/ERR022453_2.fastq.gz	13511bcba5ab986e45b4adcf963d3b11	ERR022453	SRP001523	1000 Genomes CLM population sequencing	SC	ERA015166	2010-11-12 00:00:00	SRS010790	HG01136	CLM	ERX008903	ILLUMINA	Illumina HiSeq 2000	g1k-sc-HG01136-6929	5297_8		450	PAIRED	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR022/ERR022453/ERR022453_1.fastq.gz	0			86049376	17209875200	low coverage
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR022/ERR022454/ERR022454_1.fastq.gz	87af24dfb1800e17963d79a671351380	ERR022454	SRP001523	1000 Genomes CLM population sequencing	SC	ERA015166	2010-11-12 00:00:00	SRS010785	HG01125	CLM	ERX008900	ILLUMINA	Illumina HiSeq 2000	g1k-sc-HG01125-D-7097	5322_3		450	PAIRED	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR022/ERR022454/ERR022454_2.fastq.gz	0			79500920	15900184000	low coverage
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR022/ERR022454/ERR022454_2.fastq.gz	6348c663e80b1afe2bcdc33c0d8d317f	ERR022454	SRP001523	1000 Genomes CLM population sequencing	SC	ERA015166	2010-11-12 00:00:00	SRS010785	HG01125	CLM	ERX008900	ILLUMINA	Illumina HiSeq 2000	g1k-sc-HG01125-D-7097	5322_3		450	PAIRED	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR022/ERR022454/ERR022454_1.fastq.gz	0			79500920	15900184000	low coverage
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR022/ERR022455/ERR022455_1.fastq.gz	5c496db57ffb3cd284c18b42849dcf05	ERR022455	SRP001523	1000 Genomes CLM population sequencing	SC	ERA015166	2010-11-12 00:00:00	SRS010785	HG01125	CLM	ERX008900	ILLUMINA	Illumina HiSeq 2000	g1k-sc-HG01125-D-7097	5322_4		450	PAIRED	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR022/ERR022455/ERR022455_2.fastq.gz	0			77794451	15558890200	low coverage
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR022/ERR022455/ERR022455_2.fastq.gz	4d4daf965046dab97138e56dd8271640	ERR022455	SRP001523	1000 Genomes CLM population sequencing	SC	ERA015166	2010-11-12 00:00:00	SRS010785	HG01125	CLM	ERX008900	ILLUMINA	Illumina HiSeq 2000	g1k-sc-HG01125-D-7097	5322_4		450	PAIRED	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR022/ERR022455/ERR022455_1.fastq.gz	0			77794451	15558890200	low coverage
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR022/ERR022456/ERR022456_1.fastq.gz	a99ca737150bc0558164a79d2b2afb89	ERR022456	SRP001523	1000 Genomes CLM population sequencing	SC	ERA015166	2010-11-12 00:00:00	SRS010785	HG01125	CLM	ERX008900	ILLUMINA	Illumina HiSeq 2000	g1k-sc-HG01125-D-7097	5322_5		450	PAIRED	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR022/ERR022456/ERR022456_2.fastq.gz	0			79188371	15837674200	low coverage
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR022/ERR022456/ERR022456_2.fastq.gz	33b5c3e931c35d613b56db516cd782f8	ERR022456	SRP001523	1000 Genomes CLM population sequencing	SC	ERA015166	2010-11-12 00:00:00	SRS010785	HG01125	CLM	ERX008900	ILLUMINA	Illumina HiSeq 2000	g1k-sc-HG01125-D-7097	5322_5		450	PAIRED	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR022/ERR022456/ERR022456_1.fastq.gz	0			79188371	15837674200	low coverage
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR022/ERR022457/ERR022457_1.fastq.gz	f935b019b35800c548f6e4686c127a6e	ERR022457	SRP001523	1000 Genomes CLM population sequencing	SC	ERA015166	2010-11-12 00:00:00	SRS010791	HG01137	CLM	ERX008905	ILLUMINA	Illumina HiSeq 2000	g1k-sc-HG01137-D-7097	5322_6		450	PAIRED	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR022/ERR022457/ERR022457_2.fastq.gz	0			44758768	8951753600	low coverage
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR022/ERR022457/ERR022457_2.fastq.gz	6f1e6bb31ed83cd786dfa6119b7db4c2	ERR022457	SRP001523	1000 Genomes CLM population sequencing	SC	ERA015166	2010-11-12 00:00:00	SRS010791	HG01137	CLM	ERX008905	ILLUMINA	Illumina HiSeq 2000	g1k-sc-HG01137-D-7097	5322_6		450	PAIRED	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR022/ERR022457/ERR022457_1.fastq.gz	0			44758768	8951753600	low coverage
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR022/ERR022458/ERR022458_1.fastq.gz	950e094bb91ff9b43b513652f0e4ccc2	ERR022458	SRP001523	1000 Genomes CLM population sequencing	SC	ERA015166	2010-11-12 00:00:00	SRS010791	HG01137	CLM	ERX008905	ILLUMINA	Illumina HiSeq 2000	g1k-sc-HG01137-D-7097	5322_7		450	PAIRED	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR022/ERR022458/ERR022458_2.fastq.gz	0			44158019	8831603800	low coverage
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR022/ERR022458/ERR022458_2.fastq.gz	8cd49958589fb08d58114b5372a5a95d	ERR022458	SRP001523	1000 Genomes CLM population sequencing	SC	ERA015166	2010-11-12 00:00:00	SRS010791	HG01137	CLM	ERX008905	ILLUMINA	Illumina HiSeq 2000	g1k-sc-HG01137-D-7097	5322_7		450	PAIRED	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR022/ERR022458/ERR022458_1.fastq.gz	0			44158019	8831603800	low coverage
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR022/ERR022459/ERR022459_1.fastq.gz	1b900ad47ac8beb60ceb06dbdedfe52a	ERR022459	SRP001523	1000 Genomes CLM population sequencing	SC	ERA015166	2010-11-12 00:00:00	SRS010791	HG01137	CLM	ERX008905	ILLUMINA	Illumina HiSeq 2000	g1k-sc-HG01137-D-7097	5322_8		450	PAIRED	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR022/ERR022459/ERR022459_2.fastq.gz	0			45045142	9009028400	low coverage
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR022/ERR022459/ERR022459_2.fastq.gz	7d1ecf72f5e9e577b2e26cba2843352a	ERR022459	SRP001523	1000 Genomes CLM population sequencing	SC	ERA015166	2010-11-12 00:00:00	SRS010791	HG01137	CLM	ERX008905	ILLUMINA	Illumina HiSeq 2000	g1k-sc-HG01137-D-7097	5322_8		450	PAIRED	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR022/ERR022459/ERR022459_1.fastq.gz	0			45045142	9009028400	low coverage
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR022/ERR022460/ERR022460_1.fastq.gz	b5905a09c8368b86043e3040ad711822	ERR022460	SRP001523	1000 Genomes CLM population sequencing	SC	ERA015166	2010-11-12 00:00:00	SRS010797	HG01149	CLM	ERX008908	ILLUMINA	Illumina HiSeq 2000	g1k-sc-HG01149-6929	5323_1		450	PAIRED	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR022/ERR022460/ERR022460_2.fastq.gz	0			59812438	11962487600	low coverage
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR022/ERR022460/ERR022460_2.fastq.gz	caa0c6baba42bae49a21c544a4b6dc98	ERR022460	SRP001523	1000 Genomes CLM population sequencing	SC	ERA015166	2010-11-12 00:00:00	SRS010797	HG01149	CLM	ERX008908	ILLUMINA	Illumina HiSeq 2000	g1k-sc-HG01149-6929	5323_1		450	PAIRED	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR022/ERR022460/ERR022460_1.fastq.gz	0			59812438	11962487600	low coverage
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR022/ERR022461/ERR022461_1.fastq.gz	9b79567f0ba9d122b6f4bab08c0ff71b	ERR022461	SRP001523	1000 Genomes CLM population sequencing	SC	ERA015166	2010-11-12 00:00:00	SRS010797	HG01149	CLM	ERX008908	ILLUMINA	Illumina HiSeq 2000	g1k-sc-HG01149-6929	5323_2		450	PAIRED	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR022/ERR022461/ERR022461_2.fastq.gz	0			60664404	12132880800	low coverage
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR022/ERR022461/ERR022461_2.fastq.gz	7603a9110f4805dd56be00242e942cbe	ERR022461	SRP001523	1000 Genomes CLM population sequencing	SC	ERA015166	2010-11-12 00:00:00	SRS010797	HG01149	CLM	ERX008908	ILLUMINA	Illumina HiSeq 2000	g1k-sc-HG01149-6929	5323_2		450	PAIRED	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR022/ERR022461/ERR022461_1.fastq.gz	0			60664404	12132880800	low coverage
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR022/ERR022462/ERR022462_1.fastq.gz	35be683431be2f6da2148b333d511c04	ERR022462	SRP001523	1000 Genomes CLM population sequencing	SC	ERA015166	2010-11-12 00:00:00	SRS010784	HG01124	CLM	ERX008899	ILLUMINA	Illumina HiSeq 2000	g1k-sc-HG01124-D-7097	5323_3		450	PAIRED	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR022/ERR022462/ERR022462_2.fastq.gz	0			64865690	12973138000	low coverage
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR022/ERR022462/ERR022462_2.fastq.gz	348093ad5a2a86cd8a7505065bfed485	ERR022462	SRP001523	1000 Genomes CLM population sequencing	SC	ERA015166	2010-11-12 00:00:00	SRS010784	HG01124	CLM	ERX008899	ILLUMINA	Illumina HiSeq 2000	g1k-sc-HG01124-D-7097	5323_3		450	PAIRED	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR022/ERR022462/ERR022462_1.fastq.gz	0			64865690	12973138000	low coverage
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR022/ERR022463/ERR022463_1.fastq.gz	1945f07e96b419c212e3b30f63f2b95f	ERR022463	SRP001523	1000 Genomes CLM population sequencing	SC	ERA015166	2010-11-12 00:00:00	SRS010784	HG01124	CLM	ERX008899	ILLUMINA	Illumina HiSeq 2000	g1k-sc-HG01124-D-7097	5323_4		450	PAIRED	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR022/ERR022463/ERR022463_2.fastq.gz	0			61106523	12221304600	low coverage
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR022/ERR022463/ERR022463_2.fastq.gz	cb84b9424fa0416068afe8a0ee85c722	ERR022463	SRP001523	1000 Genomes CLM population sequencing	SC	ERA015166	2010-11-12 00:00:00	SRS010784	HG01124	CLM	ERX008899	ILLUMINA	Illumina HiSeq 2000	g1k-sc-HG01124-D-7097	5323_4		450	PAIRED	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR022/ERR022463/ERR022463_1.fastq.gz	0			61106523	12221304600	low coverage
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR022/ERR022464/ERR022464_1.fastq.gz	92840c223e71fd8b4bdbcdac2104794f	ERR022464	SRP001523	1000 Genomes CLM population sequencing	SC	ERA015166	2010-11-12 00:00:00	SRS010784	HG01124	CLM	ERX008899	ILLUMINA	Illumina HiSeq 2000	g1k-sc-HG01124-D-7097	5323_5		450	PAIRED	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR022/ERR022464/ERR022464_2.fastq.gz	0			60614970	12122994000	low coverage
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR022/ERR022464/ERR022464_2.fastq.gz	a889f7cf9433012f3604460d2e6754d3	ERR022464	SRP001523	1000 Genomes CLM population sequencing	SC	ERA015166	2010-11-12 00:00:00	SRS010784	HG01124	CLM	ERX008899	ILLUMINA	Illumina HiSeq 2000	g1k-sc-HG01124-D-7097	5323_5		450	PAIRED	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR022/ERR022464/ERR022464_1.fastq.gz	0			60614970	12122994000	low coverage
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR022/ERR022465/ERR022465_1.fastq.gz	1b8b6c6ea7fa73748573bff5e05a47ab	ERR022465	SRP001523	1000 Genomes CLM population sequencing	SC	ERA015166	2010-11-12 00:00:00	SRS010790	HG01136	CLM	ERX008904	ILLUMINA	Illumina HiSeq 2000	g1k-sc-HG01136-6929	5330_1		450	PAIRED	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR022/ERR022465/ERR022465_2.fastq.gz	0			86635489	17327097800	low coverage
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR022/ERR022465/ERR022465_2.fastq.gz	d324a9983fc406ba56dc2dee9897aa65	ERR022465	SRP001523	1000 Genomes CLM population sequencing	SC	ERA015166	2010-11-12 00:00:00	SRS010790	HG01136	CLM	ERX008904	ILLUMINA	Illumina HiSeq 2000	g1k-sc-HG01136-6929	5330_1		450	PAIRED	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR022/ERR022465/ERR022465_1.fastq.gz	0			86635489	17327097800	low coverage
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR022/ERR022466/ERR022466_1.fastq.gz	30cf9f2ff066b0ab7a2455923eb3bec4	ERR022466	SRP001523	1000 Genomes CLM population sequencing	SC	ERA015166	2010-11-12 00:00:00	SRS010794	HG01140	CLM	ERX008906	ILLUMINA	Illumina HiSeq 2000	g1k-sc-HG01140-6929	5330_2		450	PAIRED	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR022/ERR022466/ERR022466_2.fastq.gz	0			95184930	19036986000	low coverage
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR022/ERR022466/ERR022466_2.fastq.gz	367da80d16122d6950aec51a969072c2	ERR022466	SRP001523	1000 Genomes CLM population sequencing	SC	ERA015166	2010-11-12 00:00:00	SRS010794	HG01140	CLM	ERX008906	ILLUMINA	Illumina HiSeq 2000	g1k-sc-HG01140-6929	5330_2		450	PAIRED	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR022/ERR022466/ERR022466_1.fastq.gz	0			95184930	19036986000	low coverage
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR022/ERR022467/ERR022467_1.fastq.gz	3001f1299bdde8de027b4a83f3895aed	ERR022467	SRP001523	1000 Genomes CLM population sequencing	SC	ERA015166	2010-11-12 00:00:00	SRS010794	HG01140	CLM	ERX008906	ILLUMINA	Illumina HiSeq 2000	g1k-sc-HG01140-6929	5330_3		450	PAIRED	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR022/ERR022467/ERR022467_2.fastq.gz	0			94494538	18898907600	low coverage
